Airline,Source,Destination,Total_Stops,Month_of_Journey,Day_of_Journey,Duration_in_minute,Price
GoAir,Delhi,Cochin,1 stop,4,15,370,5052
Air India,Kolkata,Banglore,2 stops,1,5,1625,10991
Jet Airways,Banglore,Delhi,non-stop,1,4,175,7229
Jet Airways,Banglore,Delhi,non-stop,4,27,180,5198
Air Asia,Kolkata,Banglore,non-stop,1,4,150,4107
Air India,Kolkata,Banglore,1 stop,3,24,960,12173
IndiGo,Delhi,Cochin,1 stop,6,27,290,6147
Jet Airways,Banglore,New Delhi,1 stop,3,18,640,13555
IndiGo,Banglore,New Delhi,1 stop,9,3,300,4588
Air India,Banglore,New Delhi,2 stops,3,15,880,7904
Jet Airways,Banglore,New Delhi,1 stop,1,3,1350,25735
Jet Airways,Kolkata,Banglore,2 stops,5,21,860,10118
Air India,Banglore,New Delhi,non-stop,1,3,165,25703
Air India,Kolkata,Banglore,2 stops,1,4,1345,12219
IndiGo,Banglore,Delhi,non-stop,6,6,175,4823
Air Asia,Banglore,Delhi,non-stop,6,5,170,4282
IndiGo,Kolkata,Banglore,non-stop,6,3,160,4778
Jet Airways,Delhi,Cochin,1 stop,9,3,705,17549
Air India,Delhi,Cochin,1 stop,6,15,795,8907
Air Asia,Banglore,Delhi,non-stop,5,18,170,4282
Jet Airways,Delhi,Cochin,1 stop,1,6,335,10262
GoAir,Banglore,Delhi,non-stop,1,5,170,4340
SpiceJet,Banglore,Delhi,non-stop,12,4,170,4991
Jet Airways,Delhi,Cochin,2 stops,3,21,1790,13082
Jet Airways,Delhi,Cochin,2 stops,1,6,1620,13292
Multiple carriers,Delhi,Cochin,1 stop,3,3,660,16863
Jet Airways,Kolkata,Banglore,1 stop,6,5,685,14781
IndiGo,Banglore,Delhi,non-stop,1,5,165,4077
IndiGo,Kolkata,Banglore,non-stop,6,6,150,4804
Jet Airways,Delhi,Cochin,1 stop,3,21,1475,12557
Air India,Kolkata,Banglore,2 stops,3,24,2000,15292
Air India,Banglore,New Delhi,non-stop,3,3,165,11423
SpiceJet,Kolkata,Banglore,non-stop,4,21,145,4439
Multiple carriers,Delhi,Cochin,1 stop,5,18,920,7740
SpiceJet,Chennai,Kolkata,non-stop,3,27,155,3384
Jet Airways,Delhi,Cochin,2 stops,6,27,1295,13292
Jet Airways,Kolkata,Banglore,1 stop,5,24,520,8586
IndiGo,Delhi,Cochin,1 stop,5,21,525,6778
Jet Airways,Mumbai,Hyderabad,1 stop,12,3,405,20120
SpiceJet,Mumbai,Hyderabad,non-stop,1,3,80,12475
Air India,Banglore,New Delhi,1 stop,6,3,330,13912
Air India,Delhi,Cochin,2 stops,6,24,865,11989
Jet Airways,Banglore,New Delhi,1 stop,6,3,1310,17261
Jet Airways,Delhi,Cochin,2 stops,5,27,810,15129
GoAir,Banglore,Delhi,non-stop,6,4,175,4632
Air India,Delhi,Cochin,1 stop,9,3,520,10840
Jet Airways,Kolkata,Banglore,1 stop,5,21,1525,10844
SpiceJet,Banglore,Delhi,non-stop,12,4,160,4423
Jet Airways,Banglore,New Delhi,1 stop,3,18,375,54826
SpiceJet,Chennai,Kolkata,non-stop,9,6,135,3543
IndiGo,Banglore,Delhi,non-stop,4,27,170,4423
Jet Airways,Banglore,Delhi,non-stop,5,18,175,5198
SpiceJet,Kolkata,Banglore,non-stop,6,5,145,4174
Jet Airways,Banglore,New Delhi,1 stop,3,21,390,6163
Jet Airways,Banglore,Delhi,non-stop,3,4,185,7229
Jet Airways,Kolkata,Banglore,1 stop,1,4,1545,7064
Multiple carriers,Delhi,Cochin,1 stop,3,6,520,7354
Jet Airways,Banglore,Delhi,non-stop,6,6,185,7229
Jet Airways,Delhi,Cochin,1 stop,6,24,620,18371
Air Asia,Kolkata,Banglore,non-stop,4,18,150,4409
IndiGo,Banglore,Delhi,non-stop,6,6,170,4823
Jet Airways,Delhi,Cochin,1 stop,6,4,660,5406
Air India,Delhi,Cochin,2 stops,3,6,500,12173
Jet Airways,Kolkata,Banglore,1 stop,12,6,1220,8529
Multiple carriers,Delhi,Cochin,1 stop,5,27,455,7038
Air India,Kolkata,Banglore,2 stops,3,24,2245,14410
Jet Airways,Banglore,New Delhi,1 stop,9,3,885,10562
Jet Airways,Kolkata,Banglore,1 stop,1,4,475,7851
IndiGo,Banglore,New Delhi,1 stop,3,15,295,7166
Vistara,Banglore,New Delhi,1 stop,9,3,1665,10008
IndiGo,Mumbai,Hyderabad,non-stop,9,6,90,2754
Air Asia,Banglore,Delhi,non-stop,5,21,170,3383
IndiGo,Mumbai,Hyderabad,non-stop,6,3,90,4784
Air India,Mumbai,Hyderabad,non-stop,6,18,75,3100
Multiple carriers,Delhi,Cochin,1 stop,6,6,925,9646
Jet Airways,Kolkata,Banglore,1 stop,5,21,800,14388
IndiGo,Banglore,New Delhi,non-stop,3,3,165,6144
Jet Airways,Kolkata,Banglore,1 stop,5,18,1480,14151
IndiGo,Delhi,Cochin,1 stop,9,5,320,6027
SpiceJet,Mumbai,Hyderabad,non-stop,5,18,90,1965
Jet Airways,Delhi,Cochin,2 stops,12,6,810,10368
Air India,Banglore,Delhi,non-stop,4,24,170,5228
IndiGo,Kolkata,Banglore,non-stop,3,18,165,4462
Multiple carriers,Delhi,Cochin,1 stop,3,6,395,13259
Jet Airways,Delhi,Cochin,2 stops,6,15,560,10368
Jet Airways,Kolkata,Banglore,1 stop,12,6,425,9899
Jet Airways,Delhi,Cochin,1 stop,6,15,1100,10262
Multiple carriers,Delhi,Cochin,1 stop,3,27,900,8055
Air India,Delhi,Cochin,1 stop,3,21,640,6902
Jet Airways,Kolkata,Banglore,1 stop,12,5,775,8586
Jet Airways,Banglore,New Delhi,1 stop,12,3,1070,13817
Air India,Mumbai,Hyderabad,2 stops,6,3,2245,13904
Air India,Kolkata,Banglore,2 stops,12,6,1035,12224
IndiGo,Banglore,Delhi,non-stop,6,27,175,4823
Jet Airways,Kolkata,Banglore,1 stop,9,5,665,14388
Multiple carriers,Delhi,Cochin,1 stop,3,27,465,5883
Air India,Delhi,Cochin,non-stop,4,21,170,6094
IndiGo,Delhi,Cochin,1 stop,3,3,305,8258
Jet Airways,Delhi,Cochin,2 stops,3,21,1735,8728
IndiGo,Kolkata,Banglore,non-stop,12,6,155,4804
Jet Airways,Delhi,Cochin,2 stops,6,24,910,10199
Multiple carriers,Delhi,Cochin,1 stop,5,15,395,9794
Air India,Banglore,Delhi,non-stop,5,18,170,6121
SpiceJet,Delhi,Cochin,1 stop,6,6,315,5583
Jet Airways,Kolkata,Banglore,1 stop,9,5,730,14781
Air India,Delhi,Cochin,non-stop,9,4,230,6724
Jet Airways,Delhi,Cochin,1 stop,1,6,1100,10262
Multiple carriers,Delhi,Cochin,1 stop,6,27,555,8018
Air India,Delhi,Cochin,1 stop,6,15,675,9929
Jet Airways,Kolkata,Banglore,1 stop,9,6,730,13731
Air India,Delhi,Cochin,2 stops,5,27,500,13223
IndiGo,Kolkata,Banglore,non-stop,1,3,155,6565
IndiGo,Kolkata,Banglore,non-stop,5,24,155,5224
Jet Airways,Kolkata,Banglore,1 stop,5,15,590,10844
Air India,Delhi,Cochin,2 stops,1,6,1470,12940
GoAir,Delhi,Cochin,1 stop,9,4,355,4106
IndiGo,Chennai,Kolkata,non-stop,6,18,140,5277
Multiple carriers,Delhi,Cochin,1 stop,12,6,540,12192
IndiGo,Kolkata,Banglore,1 stop,12,5,325,6218
Jet Airways,Delhi,Cochin,2 stops,1,6,440,15812
Air India,Mumbai,Hyderabad,1 stop,12,3,795,8528
Air India,Kolkata,Banglore,non-stop,6,15,155,4145
Multiple carriers,Delhi,Cochin,1 stop,3,6,660,13587
Vistara,Banglore,Delhi,non-stop,5,27,160,4668
IndiGo,Banglore,Delhi,non-stop,6,4,170,4591
Multiple carriers,Delhi,Cochin,1 stop,6,27,570,13587
IndiGo,Kolkata,Banglore,1 stop,6,5,290,4775
Jet Airways,Delhi,Cochin,1 stop,5,18,885,12373
Jet Airways,Kolkata,Banglore,1 stop,1,4,855,12681
Jet Airways,Banglore,Delhi,non-stop,5,21,165,4030
Jet Airways,Mumbai,Hyderabad,non-stop,3,21,85,8040
IndiGo,Mumbai,Hyderabad,non-stop,6,3,85,4784
Multiple carriers,Delhi,Cochin,2 stops,9,3,855,8620
GoAir,Delhi,Cochin,1 stop,3,6,355,4959
Air India,Kolkata,Banglore,2 stops,5,24,955,12718
GoAir,Banglore,New Delhi,non-stop,9,3,175,5706
IndiGo,Chennai,Kolkata,non-stop,5,24,145,3850
SpiceJet,Kolkata,Banglore,1 stop,5,21,315,4649
IndiGo,Banglore,New Delhi,non-stop,3,15,170,8033
Vistara,Banglore,New Delhi,non-stop,9,3,155,7923
Jet Airways,Delhi,Cochin,1 stop,12,6,1015,10262
Multiple carriers,Delhi,Cochin,1 stop,5,21,735,7485
Jet Airways,Mumbai,Hyderabad,non-stop,3,27,85,8040
Vistara,Kolkata,Banglore,1 stop,6,5,865,8662
Multiple carriers,Delhi,Cochin,1 stop,6,6,835,13587
SpiceJet,Mumbai,Hyderabad,non-stop,3,4,90,1965
Multiple carriers,Delhi,Cochin,1 stop,5,15,740,9315
Jet Airways,Delhi,Cochin,1 stop,1,6,300,10262
Jet Airways,Kolkata,Banglore,1 stop,9,5,730,10844
Jet Airways,Delhi,Cochin,2 stops,6,27,1775,15339
Jet Airways,Kolkata,Banglore,1 stop,3,24,975,11134
SpiceJet,Mumbai,Hyderabad,non-stop,3,24,80,2175
Air India,Delhi,Cochin,1 stop,9,5,375,8372
Jet Airways,Delhi,Cochin,2 stops,6,15,1615,10368
IndiGo,Mumbai,Hyderabad,non-stop,6,15,90,4049
Jet Airways,Delhi,Cochin,1 stop,5,21,300,16079
Multiple carriers,Delhi,Cochin,1 stop,5,15,900,7670
IndiGo,Delhi,Cochin,1 stop,6,24,310,6147
Air India,Delhi,Cochin,2 stops,5,15,1560,13022
Vistara,Kolkata,Banglore,1 stop,12,6,1625,8610
SpiceJet,Kolkata,Banglore,non-stop,6,18,150,3873
Multiple carriers,Delhi,Cochin,1 stop,6,6,730,14848
Jet Airways,Delhi,Cochin,1 stop,6,15,1395,10262
Air India,Kolkata,Banglore,2 stops,9,5,1165,14424
Jet Airways,Delhi,Cochin,2 stops,6,5,1430,15129
Jet Airways,Kolkata,Banglore,1 stop,5,18,1590,13941
Air Asia,Banglore,Delhi,non-stop,5,21,165,3383
Jet Airways,Banglore,New Delhi,1 stop,3,18,400,12284
Air Asia,Delhi,Cochin,1 stop,5,21,875,6152
Air India,Delhi,Cochin,1 stop,6,6,570,8907
Jet Airways,Banglore,Delhi,non-stop,5,27,175,3502
IndiGo,Mumbai,Hyderabad,non-stop,3,27,90,4392
Air India,Kolkata,Banglore,1 stop,1,4,245,5793
SpiceJet,Banglore,Delhi,non-stop,1,5,175,4991
Multiple carriers,Delhi,Cochin,1 stop,1,6,630,11200
Jet Airways,Delhi,Cochin,2 stops,6,15,1375,10368
Air India,Delhi,Cochin,2 stops,3,6,1470,12698
Jet Airways,Delhi,Cochin,2 stops,5,18,1760,16704
SpiceJet,Banglore,Delhi,non-stop,4,24,160,3919
IndiGo,Mumbai,Hyderabad,non-stop,3,18,90,2754
Jet Airways,Banglore,New Delhi,1 stop,6,3,1425,17261
Air Asia,Banglore,Delhi,non-stop,5,15,170,3383
IndiGo,Chennai,Kolkata,non-stop,3,18,140,3850
Vistara,Banglore,New Delhi,non-stop,3,3,160,11913
IndiGo,Kolkata,Banglore,1 stop,6,5,280,5699
IndiGo,Kolkata,Banglore,non-stop,9,3,165,4148
SpiceJet,Chennai,Kolkata,non-stop,12,6,135,3543
SpiceJet,Kolkata,Banglore,non-stop,6,6,150,3841
IndiGo,Banglore,Delhi,non-stop,4,18,175,4423
Air India,Chennai,Kolkata,non-stop,3,27,135,3145
SpiceJet,Kolkata,Banglore,non-stop,5,27,145,3841
Air India,Banglore,New Delhi,2 stops,3,18,1670,12305
IndiGo,Mumbai,Hyderabad,non-stop,1,6,90,4049
Air India,Delhi,Cochin,1 stop,6,4,1010,5022
Air India,Kolkata,Banglore,2 stops,3,24,1560,15187
Multiple carriers,Delhi,Cochin,1 stop,6,3,890,13399
Jet Airways,Kolkata,Banglore,1 stop,3,24,1015,8824
Air India,Banglore,New Delhi,2 stops,3,18,1030,12568
IndiGo,Delhi,Cochin,1 stop,3,6,305,11378
Jet Airways,Delhi,Cochin,2 stops,9,5,1760,15129
Jet Airways,Delhi,Cochin,2 stops,5,18,1375,15129
Multiple carriers,Delhi,Cochin,1 stop,12,6,390,6795
IndiGo,Kolkata,Banglore,non-stop,6,15,155,5644
Jet Airways,Kolkata,Banglore,1 stop,1,4,1335,12681
IndiGo,Banglore,New Delhi,1 stop,9,3,295,5226
Multiple carriers,Delhi,Cochin,1 stop,5,27,555,9646
SpiceJet,Kolkata,Banglore,non-stop,6,4,150,3873
Jet Airways,Kolkata,Banglore,1 stop,9,5,1055,8586
GoAir,Delhi,Cochin,1 stop,6,6,310,7870
Air India,Kolkata,Banglore,1 stop,6,6,545,8366
Air Asia,Banglore,Delhi,non-stop,4,27,170,4282
Jet Airways,Kolkata,Banglore,1 stop,1,5,590,14781
IndiGo,Mumbai,Hyderabad,non-stop,5,21,90,2754
Jet Airways,Delhi,Cochin,2 stops,6,6,830,13376
Jet Airways,Delhi,Cochin,2 stops,12,6,1215,14300
Air India,Kolkata,Banglore,2 stops,1,4,970,9920
Jet Airways,Delhi,Cochin,2 stops,6,24,1320,13376
Multiple carriers,Delhi,Cochin,1 stop,6,24,395,12524
Jet Airways,Kolkata,Banglore,1 stop,6,5,1285,13584
IndiGo,Kolkata,Banglore,1 stop,5,15,315,7228
Jet Airways,Kolkata,Banglore,1 stop,6,6,475,10844
IndiGo,Banglore,Delhi,non-stop,9,4,180,4823
Vistara,Mumbai,Hyderabad,1 stop,6,3,750,12395
Air India,Kolkata,Banglore,1 stop,12,5,745,10203
Air India,Banglore,New Delhi,1 stop,3,15,1510,8032
IndiGo,Banglore,New Delhi,non-stop,1,3,175,14306
IndiGo,Delhi,Cochin,1 stop,6,6,575,6093
IndiGo,Delhi,Cochin,1 stop,6,27,625,5894
Jet Airways,Delhi,Cochin,2 stops,9,5,1390,16704
Multiple carriers,Delhi,Cochin,1 stop,9,4,630,8371
Air India,Banglore,Delhi,non-stop,9,6,165,6961
Multiple carriers,Delhi,Cochin,1 stop,6,27,465,14848
GoAir,Delhi,Cochin,1 stop,4,21,355,6591
Jet Airways,Kolkata,Banglore,1 stop,5,21,685,14781
Jet Airways,Delhi,Cochin,2 stops,9,5,1390,15129
Air Asia,Kolkata,Banglore,non-stop,9,3,150,4384
Multiple carriers,Delhi,Cochin,1 stop,9,5,420,13727
IndiGo,Chennai,Kolkata,non-stop,9,5,140,3850
SpiceJet,Banglore,Delhi,non-stop,5,24,175,3919
SpiceJet,Mumbai,Hyderabad,non-stop,3,27,80,2017
Jet Airways,Delhi,Cochin,2 stops,6,27,1390,12819
Jet Airways,Delhi,Cochin,1 stop,6,24,335,14714
Air Asia,Delhi,Cochin,1 stop,3,27,315,6151
Jet Airways,Mumbai,Hyderabad,non-stop,3,27,90,1840
IndiGo,Delhi,Cochin,1 stop,5,15,845,6979
Air Asia,Kolkata,Banglore,1 stop,9,5,720,5192
Jet Airways,Delhi,Cochin,1 stop,3,21,1570,12719
Jet Airways,Delhi,Cochin,2 stops,5,18,1195,15129
Vistara,Kolkata,Banglore,1 stop,6,6,1350,8820
IndiGo,Kolkata,Banglore,1 stop,6,6,335,6301
Jet Airways,Kolkata,Banglore,1 stop,1,5,775,10844
Air India,Delhi,Cochin,2 stops,6,24,1275,9181
Vistara,Banglore,New Delhi,1 stop,3,3,1665,12476
Jet Airways,Delhi,Cochin,2 stops,6,24,910,12609
Jet Airways,Delhi,Cochin,2 stops,6,27,1000,13882
IndiGo,Mumbai,Hyderabad,non-stop,12,5,90,4049
Air India,Mumbai,Hyderabad,non-stop,9,5,75,3100
Jet Airways,Banglore,New Delhi,1 stop,1,3,785,26890
Air India,Kolkata,Banglore,non-stop,3,6,150,5510
IndiGo,Banglore,Delhi,non-stop,6,24,165,3943
Jet Airways,Kolkata,Banglore,1 stop,3,24,890,10661
Vistara,Banglore,New Delhi,non-stop,3,21,160,5403
Air India,Banglore,Delhi,non-stop,6,24,170,6961
Multiple carriers,Delhi,Cochin,1 stop,6,27,480,13377
Jet Airways,Delhi,Cochin,1 stop,6,24,1235,10262
Jet Airways,Mumbai,Hyderabad,non-stop,12,6,85,5678
SpiceJet,Kolkata,Banglore,non-stop,3,21,140,3847
SpiceJet,Kolkata,Banglore,1 stop,1,4,330,7646
Air India,Delhi,Cochin,2 stops,3,3,1595,14221
IndiGo,Banglore,New Delhi,non-stop,3,3,170,8855
Jet Airways,Kolkata,Banglore,1 stop,5,18,1495,9663
Jet Airways,Kolkata,Banglore,1 stop,6,6,1285,10844
Jet Airways,Banglore,New Delhi,1 stop,1,3,1310,25735
IndiGo,Banglore,Delhi,non-stop,9,5,170,3943
IndiGo,Mumbai,Hyderabad,non-stop,3,15,90,3342
Air India,Mumbai,Hyderabad,1 stop,6,3,850,12308
Jet Airways,Mumbai,Hyderabad,non-stop,5,27,90,5678
SpiceJet,Delhi,Cochin,1 stop,5,15,315,5583
SpiceJet,Kolkata,Banglore,1 stop,12,6,520,7189
Jet Airways,Delhi,Cochin,2 stops,9,5,810,15129
IndiGo,Kolkata,Banglore,non-stop,3,27,160,4462
Jet Airways,Banglore,New Delhi,1 stop,3,21,375,7832
Jet Airways,Kolkata,Banglore,1 stop,5,18,450,13941
Jet Airways,Kolkata,Banglore,1 stop,6,6,875,13059
GoAir,Delhi,Cochin,1 stop,5,21,540,6195
SpiceJet,Kolkata,Banglore,non-stop,9,3,140,4622
IndiGo,Chennai,Kolkata,non-stop,6,18,145,3540
SpiceJet,Delhi,Cochin,1 stop,6,3,310,9748
IndiGo,Delhi,Cochin,1 stop,3,3,575,14871
Multiple carriers,Delhi,Cochin,3 stops,9,6,565,15629
Jet Airways,Delhi,Cochin,2 stops,9,5,1125,15129
Jet Airways,Delhi,Cochin,1 stop,3,21,1670,12767
Air India,Delhi,Cochin,2 stops,9,5,1475,13547
Jet Airways,Kolkata,Banglore,1 stop,12,5,730,14388
Jet Airways,Delhi,Cochin,1 stop,6,3,1440,17024
IndiGo,Banglore,New Delhi,1 stop,3,15,285,8021
Air Asia,Banglore,Delhi,non-stop,6,18,165,3383
SpiceJet,Banglore,Delhi,non-stop,3,6,170,3971
Jet Airways,Kolkata,Banglore,1 stop,5,18,345,8781
Vistara,Mumbai,Hyderabad,1 stop,12,3,480,12080
Air India,Kolkata,Banglore,1 stop,5,21,625,11096
IndiGo,Banglore,Delhi,non-stop,6,27,165,3943
Jet Airways,Banglore,New Delhi,1 stop,3,18,300,12284
Air India,Delhi,Cochin,1 stop,5,27,965,7480
SpiceJet,Mumbai,Hyderabad,non-stop,3,6,90,2017
Air India,Delhi,Cochin,2 stops,9,5,1100,13538
Air India,Chennai,Kolkata,non-stop,9,3,135,7817
SpiceJet,Chennai,Kolkata,non-stop,5,27,135,3597
IndiGo,Chennai,Kolkata,non-stop,6,27,140,3850
Multiple carriers,Delhi,Cochin,1 stop,1,6,385,9646
Jet Airways,Kolkata,Banglore,1 stop,12,6,800,12692
SpiceJet,Chennai,Kolkata,non-stop,9,5,135,3597
SpiceJet,Kolkata,Banglore,1 stop,6,6,315,4649
Air India,Banglore,New Delhi,1 stop,3,3,240,6273
IndiGo,Delhi,Cochin,1 stop,9,6,860,6093
Air India,Delhi,Cochin,1 stop,3,21,1010,5704
IndiGo,Kolkata,Banglore,non-stop,12,3,155,4148
Multiple carriers,Delhi,Cochin,1 stop,1,6,660,12192
GoAir,Banglore,Delhi,non-stop,6,24,175,3898
Air India,Banglore,New Delhi,1 stop,1,3,1200,14752
Jet Airways,Delhi,Cochin,2 stops,6,6,1125,13014
Jet Airways,Delhi,Cochin,2 stops,6,6,560,10368
Vistara,Banglore,New Delhi,non-stop,3,24,160,4563
Jet Airways,Kolkata,Banglore,1 stop,9,5,1330,13941
Jet Airways,Kolkata,Banglore,1 stop,12,5,1170,10844
Jet Airways,Banglore,Delhi,non-stop,5,24,180,6144
Multiple carriers,Delhi,Cochin,1 stop,1,6,455,11200
Vistara,Banglore,Delhi,non-stop,5,27,165,4878
Air India,Kolkata,Banglore,1 stop,3,24,1440,6241
Jet Airways,Delhi,Cochin,1 stop,1,6,360,10262
Jet Airways,Kolkata,Banglore,1 stop,12,6,1660,8529
Jet Airways,Kolkata,Banglore,1 stop,1,4,585,7064
Air India,Kolkata,Banglore,non-stop,6,3,155,4435
Multiple carriers,Delhi,Cochin,1 stop,3,21,450,8307
Jet Airways,Kolkata,Banglore,1 stop,1,4,425,12681
Vistara,Banglore,Delhi,non-stop,1,5,160,4668
Jet Airways,Mumbai,Hyderabad,non-stop,1,4,85,2228
Air India,Banglore,Delhi,non-stop,9,6,165,6961
Jet Airways,Delhi,Cochin,1 stop,5,21,1485,16079
Air India,Banglore,New Delhi,2 stops,3,3,925,13355
Jet Airways,Banglore,Delhi,non-stop,3,5,180,7229
Multiple carriers,Delhi,Cochin,1 stop,12,6,690,10877
IndiGo,Chennai,Kolkata,non-stop,6,15,140,3850
IndiGo,Banglore,Delhi,non-stop,5,18,180,4823
Jet Airways,Delhi,Cochin,2 stops,9,6,535,13014
Multiple carriers,Delhi,Cochin,1 stop,5,21,710,9486
Multiple carriers,Delhi,Cochin,1 stop,6,27,450,7198
GoAir,Delhi,Cochin,1 stop,9,3,440,8422
Air India,Delhi,Cochin,1 stop,6,3,555,16439
Jet Airways,Kolkata,Banglore,1 stop,5,18,730,14388
Multiple carriers,Delhi,Cochin,1 stop,5,27,645,9149
Air India,Delhi,Cochin,2 stops,6,6,2295,9653
Air India,Delhi,Cochin,2 stops,5,21,1410,9443
IndiGo,Kolkata,Banglore,non-stop,4,24,160,4804
IndiGo,Delhi,Cochin,1 stop,12,6,480,6104
Jet Airways,Banglore,New Delhi,1 stop,1,3,935,27992
Jet Airways,Banglore,New Delhi,1 stop,3,3,1420,13502
IndiGo,Kolkata,Banglore,non-stop,6,15,150,4804
IndiGo,Mumbai,Hyderabad,non-stop,6,24,90,4049
Multiple carriers,Delhi,Cochin,1 stop,1,6,440,12524
Vistara,Chennai,Kolkata,non-stop,3,5,140,11982
Air Asia,Kolkata,Banglore,non-stop,4,18,155,4409
IndiGo,Kolkata,Banglore,non-stop,5,24,150,5224
Jet Airways,Kolkata,Banglore,1 stop,1,4,1640,12681
Air India,Delhi,Cochin,2 stops,9,5,1475,13547
Jet Airways,Delhi,Cochin,1 stop,6,27,940,10262
Air India,Banglore,New Delhi,1 stop,3,15,790,6046
Air Asia,Kolkata,Banglore,non-stop,5,18,155,5645
Air Asia,Banglore,Delhi,non-stop,5,15,170,4282
Air India,Delhi,Cochin,non-stop,4,24,180,6094
Jet Airways,Mumbai,Hyderabad,non-stop,3,6,85,4050
Jet Airways,Banglore,New Delhi,1 stop,3,18,315,12284
IndiGo,Kolkata,Banglore,non-stop,3,5,155,4804
Jet Airways,Banglore,New Delhi,1 stop,3,18,695,13555
Multiple carriers,Delhi,Cochin,2 stops,3,3,465,24528
Jet Airways,Kolkata,Banglore,1 stop,3,24,475,10031
IndiGo,Delhi,Cochin,1 stop,9,4,845,6270
Air India,Delhi,Cochin,1 stop,3,6,735,8879
IndiGo,Delhi,Cochin,1 stop,3,21,570,6838
Jet Airways,Delhi,Cochin,1 stop,4,15,300,6542
Jet Airways,Kolkata,Banglore,1 stop,5,15,840,14151
Jet Airways,Delhi,Cochin,1 stop,6,24,450,10262
IndiGo,Chennai,Kolkata,non-stop,12,5,140,3858
Jet Airways,Kolkata,Banglore,1 stop,1,5,1075,12121
Jet Airways,Banglore,New Delhi,1 stop,3,21,370,7280
Air India,Delhi,Cochin,1 stop,6,24,375,8372
Jet Airways,Banglore,New Delhi,1 stop,3,21,840,7832
Air India,Delhi,Cochin,1 stop,3,6,760,8372
Multiple carriers,Delhi,Cochin,1 stop,6,3,570,15136
Jet Airways,Delhi,Cochin,1 stop,3,21,655,12557
Multiple carriers,Delhi,Cochin,1 stop,6,27,520,7155
Jet Airways,Delhi,Cochin,1 stop,5,27,1620,12898
Multiple carriers,Delhi,Cochin,1 stop,9,4,510,6838
Jet Airways,Banglore,Delhi,non-stop,4,18,175,7229
IndiGo,Delhi,Cochin,1 stop,3,3,530,14871
IndiGo,Delhi,Cochin,1 stop,3,21,380,9709
Jet Airways,Delhi,Cochin,2 stops,6,6,1125,10368
Air India,Delhi,Cochin,1 stop,1,6,1420,8372
Air India,Delhi,Cochin,2 stops,3,21,1855,10703
IndiGo,Kolkata,Banglore,non-stop,6,5,160,4804
Air India,Delhi,Cochin,non-stop,9,5,180,6094
Air India,Banglore,New Delhi,non-stop,3,3,165,8588
IndiGo,Delhi,Cochin,1 stop,6,4,300,5073
Jet Airways,Delhi,Cochin,2 stops,12,6,910,11507
Air India,Banglore,Delhi,non-stop,6,27,165,6961
Jet Airways,Delhi,Cochin,2 stops,6,15,1460,14300
SpiceJet,Banglore,Delhi,non-stop,5,18,160,3573
Jet Airways,Delhi,Cochin,2 stops,3,27,1325,12273
Jet Airways,Banglore,New Delhi,1 stop,3,21,685,7832
IndiGo,Banglore,Delhi,non-stop,5,24,165,3419
Multiple carriers,Delhi,Cochin,1 stop,6,24,535,7268
Jet Airways,Delhi,Cochin,2 stops,3,21,2045,13082
Air India,Delhi,Cochin,2 stops,6,27,865,13039
Jet Airways,Kolkata,Banglore,1 stop,5,18,400,10844
Jet Airways,Kolkata,Banglore,1 stop,9,6,685,14571
IndiGo,Banglore,New Delhi,non-stop,3,24,175,7303
IndiGo,Kolkata,Banglore,non-stop,5,24,155,4804
Multiple carriers,Delhi,Cochin,1 stop,9,3,515,14343
Jet Airways,Delhi,Cochin,1 stop,9,5,805,12373
Air Asia,Kolkata,Banglore,1 stop,6,6,720,6810
Air India,Delhi,Cochin,2 stops,1,5,970,8839
Air India,Delhi,Cochin,2 stops,12,6,1855,12488
Air India,Chennai,Kolkata,non-stop,3,15,135,7082
Jet Airways,Banglore,New Delhi,1 stop,6,3,780,17261
Multiple carriers,Delhi,Cochin,1 stop,6,3,470,15147
Multiple carriers,Delhi,Cochin,1 stop,6,15,830,6795
Air Asia,Delhi,Cochin,1 stop,6,27,865,6451
Multiple carriers,Delhi,Cochin,1 stop,3,27,705,9100
Air India,Delhi,Cochin,2 stops,9,5,1470,11942
Jet Airways,Delhi,Cochin,2 stops,5,27,425,16274
Air India,Delhi,Cochin,2 stops,6,6,1100,12751
IndiGo,Delhi,Cochin,2 stops,3,3,565,9413
Vistara,Banglore,Delhi,non-stop,6,21,170,5613
Jet Airways,Kolkata,Banglore,1 stop,9,6,1525,10844
Jet Airways,Kolkata,Banglore,1 stop,1,5,1730,9314
IndiGo,Delhi,Cochin,1 stop,3,21,280,5947
IndiGo,Kolkata,Banglore,1 stop,9,5,290,5069
Air India,Delhi,Cochin,1 stop,12,6,765,7480
Jet Airways,Delhi,Cochin,2 stops,1,6,1025,10368
SpiceJet,Mumbai,Hyderabad,non-stop,3,5,90,1965
Air India,Banglore,New Delhi,non-stop,9,3,165,4966
Jet Airways,Kolkata,Banglore,1 stop,9,6,1150,10844
Multiple carriers,Delhi,Cochin,1 stop,5,18,630,9205
Air India,Delhi,Cochin,1 stop,6,6,640,8372
Multiple carriers,Delhi,Cochin,1 stop,9,6,390,7408
Jet Airways,Delhi,Cochin,1 stop,3,6,1485,14714
Vistara,Banglore,Delhi,non-stop,12,4,170,5613
IndiGo,Delhi,Cochin,1 stop,6,15,320,5298
IndiGo,Delhi,Cochin,1 stop,3,3,890,14871
